State,Year,Population.12-17,Population.18-25,Population.26+,Totals.Alcohol.Use Disorder Past Year.12-17,Totals.Alcohol.Use Disorder Past Year.18-25,Totals.Alcohol.Use Disorder Past Year.26+,Rates.Alcohol.Use Disorder Past Year.12-17,Rates.Alcohol.Use Disorder Past Year.18-25,Rates.Alcohol.Use Disorder Past Year.26+,Totals.Alcohol.Use Past Month.12-17,Totals.Alcohol.Use Past Month.18-25,Totals.Alcohol.Use Past Month.26+,Rates.Alcohol.Use Past Month.12-17,Rates.Alcohol.Use Past Month.18-25,Rates.Alcohol.Use Past Month.26+,Totals.Tobacco.Cigarette Past Month.12-17,Totals.Tobacco.Cigarette Past Month.18-25,Totals.Tobacco.Cigarette Past Month.26+,Rates.Tobacco.Cigarette Past Month.12-17,Rates.Tobacco.Cigarette Past Month.18-25,Rates.Tobacco.Cigarette Past Month.26+,Totals.Illicit Drugs.Cocaine Used Past Year.12-17,Totals.Illicit Drugs.Cocaine Used Past Year.18-25,Totals.Illicit Drugs.Cocaine Used Past Year.26+,Rates.Illicit Drugs.Cocaine Used Past Year.12-17,Rates.Illicit Drugs.Cocaine Used Past Year.18-25,Rates.Illicit Drugs.Cocaine Used Past Year.26+,Totals.Marijuana.New Users.12-17,Totals.Marijuana.New Users.18-25,Totals.Marijuana.New Users.26+,Rates.Marijuana.New Users.12-17,Rates.Marijuana.New Users.18-25,Rates.Marijuana.New Users.26+,Totals.Marijuana.Used Past Month.12-17,Totals.Marijuana.Used Past Month.18-25,Totals.Marijuana.Used Past Month.26+,Rates.Marijuana.Used Past Month.12-17,Rates.Marijuana.Used Past Month.18-25,Rates.Marijuana.Used Past Month.26+,Totals.Marijuana.Used Past Year.12-17,Totals.Marijuana.Used Past Year.18-25,Totals.Marijuana.Used Past Year.26+,Rates.Marijuana.Used Past Year.12-17,Rates.Marijuana.Used Past Year.18-25,Rates.Marijuana.Used Past Year.26+,Totals.Tobacco.Use Past Month.12-17,Totals.Tobacco.Use Past Month.18-25,Totals.Tobacco.Use Past Month.26+,Rates.Tobacco.Use Past Month.12-17,Rates.Tobacco.Use Past Month.18-25,Rates.Tobacco.Use Past Month.26+
Missouri,2013,470976,656394,3894492,13,85,222,26.827,130.245,56.969,51,394,2108,109.118,600.367,541.287,38,256,1117,80.779,389.626,286.896,2,22,33,3.986,33.477,8.51,23,27,5,55.521,88.774,2.247,30,142,228,64.496,216.802,58.521,59,219,362,124.848,333.206,92.827,50,304,1311,105.608,463.312,336.708
Missouri,2014,470263,656687,3918803,11,83,217,22.843,125.705,55.287,46,390,2127,98.257,593.196,542.651,33,234,999,69.483,356.662,254.947,2,27,39,4.884,41.186,9.84,23,29,6,56.199,90.613,2.822,31,128,246,65.609,194.561,62.782,61,215,407,129.404,326.736,103.923,44,290,1220,92.765,442.177,311.356
Missouri,2015,469494,652575,3941380,10,77,207,22.096,117.49,52.443,47,385,2170,99.1,590.355,550.673,28,200,936,60.594,306.104,237.37,2,25,38,4.776,39.049,9.528,22,34,8,51.229,95.944,3.555,29,120,262,62.332,184.192,66.485,59,211,398,125.506,323.996,100.901,40,254,1200,84.529,389.099,304.581
Missouri,2016,467819,644888,3967539,9,61,201,18.617,94.896,50.607,51,360,2177,107.986,557.805,548.71,24,155,904,51.959,240.644,227.94,2,29,50,4.687,44.358,12.623,22,33,11,49.257,89.527,4.703,27,120,281,58.02,185.661,70.784,55,206,438,118.05,318.74,110.327,34,202,1139,72.684,313.264,287.149
Missouri,2017,466292,635726,3997148,8,55,194,16.468,85.895,48.413,50,339,2111,106.794,532.921,528.161,20,137,915,43.664,214.739,228.831,2,26,46,4.226,41.376,11.391,22,33,13,50.95,88.308,5.044,29,127,281,62.113,199.646,70.31,56,203,484,120.967,318.955,121.007,28,175,1098,61.042,274.887,274.733
Missouri,2018,465766,627312,4022731,8,59,199,17.987,94.608,49.468,43,338,2151,91.863,539.529,534.831,16,138,855,34.145,219.449,212.634,2,26,40,3.83,41.172,10.02,22,32,11,50.46,89.302,5.707,27,130,302,58.79,207.349,75.181,53,204,506,113.474,325.17,125.756,24,173,1041,50.864,275.221,258.802
Montana,2002,81697,103338,578710,9,24,48,112.131,233.896,83.608,20,72,331,247.31,692.946,571.854,13,46,152,161.031,449.585,262.598,2,8,9,25.136,72.961,16.165,6,4,0,90.805,101.967,1.216,10,21,39,120.712,206.639,67.083,17,36,52,210.749,351.514,90.021,17,56,188,211.585,537.626,325.15
Montana,2003,79960,106615,588167,8,24,44,103.923,224.345,74.478,18,76,339,229.97,714.956,576.243,12,45,145,154.129,424.49,246.233,1,7,9,18.694,66.513,15.313,5,4,0,86.342,89.269,1.511,8,21,32,100.044,201.614,54.534,16,36,47,198.434,336.957,80.545,17,57,189,210.296,530.326,321.993
Montana,2004,77617,108976,599979,7,28,43,90.116,256.035,72.052,16,77,357,212.242,704.309,594.358,11,46,156,146.78,417.827,260.557,1,9,8,16.474,80.355,13.83,5,4,1,76.86,83.092,2.094,7,23,34,94.964,210.53,56.534,14,39,54,183.428,353.677,89.425,15,56,201,195.461,514.745,334.907
Montana,2005,77917,107581,605606,8,29,49,106.066,269.725,81.488,17,76,356,214.718,704.401,588.482,11,46,160,136.179,425.365,264.648,1,9,10,16.674,87.225,15.789,4,4,1,63.931,84.688,1.918,8,24,42,104.707,222.197,69.89,13,40,59,170.136,370.847,97.742,14,56,200,179.805,521.234,329.83
Montana,2006,79003,105557,611324,6,25,45,81.705,240.881,73.67,15,71,355,187.655,675.925,580.875,10,42,137,121.072,394.987,224.324,1,9,9,14.319,80.862,14.803,4,3,0,65.346,83.13,1.052,7,23,39,93.974,219.416,63.403,13,38,49,163.151,360.686,79.402,13,53,179,166.315,499.413,293.442
Montana,2007,78003,105436,621245,5,25,44,70.306,234.436,70.069,15,71,381,187.962,677.006,612.808,8,40,138,108.39,382.457,222.879,1,8,9,12.863,77.159,14.578,4,4,0,67.982,85.64,1.144,7,24,36,86.464,229.928,58.073,13,37,50,163.945,352.277,80.091,12,51,181,156.008,487.707,291.121
Montana,2008,76196,105444,629651,6,26,47,82.346,245.91,74.862,16,73,390,213.9,690.721,619.493,9,42,151,112.372,394.85,239.136,1,8,10,11.676,76.043,15.806,4,4,0,66.719,97.927,1.275,7,23,36,87.838,219.899,57.238,12,37,51,154.988,349.639,80.393,12,52,189,155.942,492.032,300.291
Montana,2009,73735,110260,633252,5,25,45,66.455,229.349,71.696,14,73,387,191.534,659.24,611.882,9,41,154,121.636,370.465,243.185,1,6,8,10.31,57.553,12.542,5,6,1,75.259,116.843,1.847,7,25,43,96.084,227.135,68.431,12,41,66,168.268,376.02,103.503,12,53,197,163.427,479.501,311.869
Montana,2010,74688,106003,651403,4,21,45,53.021,195.304,68.901,13,74,416,168.826,694.795,639.074,9,40,149,117.939,376.723,228.751,1,5,6,10.591,43.654,9.15,6,5,1,91.926,101.056,1.891,8,28,49,101.296,262.827,74.627,15,41,79,198.524,383.399,120.608,12,52,195,165.308,494.532,299.167
Montana,2011,74042,107193,657558,4,20,45,48.862,184.631,69.05,11,74,419,154.857,690.612,637.901,8,43,154,110.461,400.991,234.709,1,6,6,11.141,55.077,9.827,5,5,1,83.974,99.672,2.073,7,28,52,95.551,265.111,79.432,14,41,80,188.608,382.153,121.016,11,53,195,154.722,496.819,296.814
Montana,2012,73896,108999,663344,4,20,47,48.061,180.043,70.514,10,73,423,132.356,671.018,637.903,6,40,162,79.32,364.663,244.045,1,5,7,7.783,48.167,10.916,4,4,1,61.232,87.485,2.637,6,25,56,86.819,230.417,84.38,12,38,84,158.035,349.784,126.487,9,51,203,119.574,468.949,306.306
Montana,2013,74121,110655,669411,3,17,45,34.965,157.218,67.736,8,72,418,111.899,650.058,625.107,5,34,146,63.457,307.882,218.666,0,4,6,4.888,35.281,9.208,3,4,1,52.378,66.894,2.539,6,23,57,82.989,205.712,84.862,10,33,77,133.796,300.265,115.058,7,46,191,94.406,418.783,284.801
Montana,2014,74378,111496,676207,2,16,42,26.006,140.88,62.536,7,69,423,99,615.581,626.241,5,32,133,62.887,287.814,196.132,0,5,7,6.226,46.5,10.627,4,4,1,61.936,86.723,3.789,6,26,64,87.06,228.778,94.053,11,37,84,146.203,333.343,124.908,7,45,183,94.976,407.026,271.357
Montana,2015,74427,111264,684598,2,16,45,29.054,146.474,65.068,8,69,423,110.506,619.825,618.213,5,31,146,70.773,277.007,213.612,1,6,9,10.808,57.108,12.452,4,5,2,70.199,104.608,6.327,6,27,72,84.298,238.864,104.83,13,42,105,170.409,380.453,153.61,8,43,200,101.302,388.974,292.173
Montana,2016,74636,110413,693178,3,15,49,37.25,138.508,70.804,10,71,425,128.184,643.751,612.57,4,31,144,60.283,284.455,208.336,1,6,10,8.914,58.122,13.926,4,5,2,65.344,109.485,6.74,7,28,80,88.037,251.324,115.246,12,45,115,159.144,405.116,165.679,6,42,190,83.293,381.988,273.644
Montana,2017,75436,110155,702611,2,15,49,31.361,140.608,69.051,10,68,436,133.334,620.404,620.851,4,34,134,51.232,310.356,191.346,0,7,10,6.517,61.24,13.837,4,6,2,62.353,120.325,7.118,7,30,91,96.465,272.999,129.625,11,44,119,146.924,401.48,169.215,5,45,178,70.971,408.39,252.652
Montana,2018,76259,109604,712413,2,15,50,25.067,136.499,70.431,9,69,440,116.395,629.371,617.633,4,32,151,55.797,287.94,212.424,0,8,11,6.136,69.199,15.342,5,5,2,74.576,116.971,9.8,7,33,94,97.735,298.507,131.75,12,44,124,159.774,404.577,173.564,6,44,205,75.918,397.893,287.815
Nebraska,2002,152465,204600,1058402,14,51,79,89.415,251.558,74.731,34,140,590,222.444,683.843,557.695,25,90,252,163.61,439.225,238.442,3,12,15,21.607,57.19,14.15,9,7,1,66.346,59.926,1.122,14,32,39,91.303,156.064,36.56,25,56,67,164.229,271.688,62.889,29,100,304,188.572,488.099,287.566
Nebraska,2003,150669,208757,1065283,12,47,74,81.821,222.919,69.239,30,149,611,200.955,711.813,573.19,21,90,234,136.424,432.083,220.077,2,13,14,16.427,60.937,13.529,8,7,1,61.677,62.505,1.415,11,30,34,73.885,143.892,32.371,21,51,66,136.142,242.177,61.845,24,101,293,161.352,481.728,274.905
Nebraska,2004,148189,210903,1077324,11,50,75,74.737,236.273,69.911,28,150,621,186.29,712.998,576.103,19,84,249,127.461,399.687,230.979,2,15,14,16.237,72.2,13.128,7,7,1,49.989,61.187,1.856,9,31,32,58.813,147.327,30.151,17,49,64,115.68,230.84,59.646,23,96,296,156.024,455.191,274.478
Nebraska,2005,148761,210037,1083695,11,50,81,70.857,237.467,74.566,28,149,606,189.266,707.531,558.761,17,84,268,116.556,401.765,247.489,2,16,16,15.845,74.693,14.504,7,7,1,45.978,61.799,1.589,8,31,36,56.205,148.031,33.056,17,53,65,111.158,251.923,59.718,21,97,319,144.345,460.118,294.751
Nebraska,2006,149456,209102,1085658,10,43,76,65.324,205.634,69.78,27,142,604,180.779,677.898,556.16,16,82,264,107.94,392.56,242.845,2,12,14,12.434,58.342,12.689,7,7,1,46.557,55.854,1,8,29,36,55.693,136.559,33.1,16,52,58,105.077,249.327,53.198,19,94,313,130.427,450.153,288.084
Nebraska,2007,147219,208669,1092664,9,40,74,63.224,194.039,68.151,24,139,643,163.565,667.643,588.741,15,78,263,104.481,374.288,240.626,2,10,10,12.084,45.601,9.084,7,7,1,50.072,50.746,1.029,9,28,34,63.213,135.05,31.573,17,50,61,116.036,238.609,55.9,20,91,310,133.786,438.059,283.327
Nebraska,2008,144863,208854,1100620,8,40,76,56.546,190.481,68.774,20,136,624,138.093,649.759,566.67,14,75,264,93.578,360.468,240,2,10,12,11.031,46.078,10.598,7,8,1,44.827,63.231,0.971,9,31,39,60.883,146.99,35.029,16,51,67,108.731,246.283,61.244,18,88,316,122.939,421.391,287.115
Nebraska,2009,142549,214428,1106278,7,39,67,46.005,180.012,60.167,19,136,603,136.617,633.659,545.509,13,80,259,91.29,374.204,234.248,1,8,11,10.159,38.891,9.587,6,8,1,45.193,64.402,1.346,9,33,44,62.96,154.43,39.814,15,56,68,108.084,262.755,61.587,17,90,317,121.225,422.016,286.232
Nebraska,2010,146828,205186,1143103,5,32,57,35.395,157.958,50.11,18,131,633,123.288,640.379,553.976,13,73,263,85.488,355.455,230.06,1,8,11,9.84,40.295,9.511,7,7,1,48.134,59.994,1.426,9,30,40,61.898,144.184,34.582,16,50,65,111.154,243.295,56.448,16,86,313,111.568,420.716,273.61
Nebraska,2011,147027,205521,1153600,6,33,69,38.852,159.078,60.195,17,131,661,114.52,635.498,573.33,11,67,255,76.218,325.072,220.986,1,9,12,7.936,43.308,9.969,7,8,1,52.071,69.503,1.514,10,30,43,65.293,148.266,37.4,18,53,68,122.016,259.822,58.689,14,83,301,98.398,401.484,261.303
Nebraska,2012,148030,207051,1162770,6,34,79,38.713,164.948,67.88,17,131,707,113.233,633.362,608.083,10,63,260,67.851,304.644,223.846,1,7,11,5.244,35.637,9.342,8,7,1,55.352,59.729,1.857,9,31,43,62.441,150.702,36.798,19,58,75,130.346,278.324,64.577,14,84,303,91.662,406.061,260.168
Nebraska,2013,149327,209508,1171452,4,33,78,27.906,158.171,66.445,16,136,724,105.294,647.038,618.161,9,65,276,63.026,307.926,235.255,1,7,10,4.517,34.514,8.396,6,7,1,42.384,64.079,1.979,8,34,46,55.405,161.879,39.656,17,61,80,113.987,291.805,68.584,13,88,327,90.364,418.355,279.426
Nebraska,2014,151059,211662,1179809,4,28,74,23.255,132.498,62.764,13,133,739,88.821,628.152,626.79,8,59,272,51.03,279.2,230.442,1,8,12,5.561,39.918,10.039,6,8,2,35.086,71.274,2.203,8,36,53,52.565,168.339,45.256,15,64,86,102.363,304.655,72.765,11,80,330,74.709,376.885,279.699
Nebraska,2015,152704,213106,1187602,4,24,64,24.311,111.204,53.809,14,133,768,89.929,624.403,647.048,6,56,267,39.33,262.818,225.153,1,10,11,6.189,44.849,9.519,7,11,2,43.209,84.916,2.894,9,37,66,57.359,173.479,55.786,17,64,95,113.614,298.407,80.047,8,72,329,52.007,338.941,276.89
Nebraska,2016,154318,213416,1196562,3,27,61,21.726,125.368,50.612,16,134,763,102.059,629.435,637.299,6,56,264,36.762,262.479,220.545,1,12,13,5.993,56.549,11.11,8,11,2,51.979,97.158,3.914,9,40,71,59.965,187.564,59.569,19,65,96,120.359,305.545,80.569,8,77,328,49.62,359.029,273.988
Nebraska,2017,155993,212817,1206583,3,26,62,18.64,123.545,51.779,15,133,747,95.273,625.064,618.972,4,50,244,28.358,235.896,202.584,1,13,15,5.424,61.963,12.343,8,9,2,57.555,76.481,3.442,10,44,76,61.555,205.405,62.995,19,68,112,124.589,319.378,93.131,6,71,307,38.861,334.838,254.181
Nebraska,2018,157259,211523,1215009,3,24,64,18.488,112.255,52.299,16,129,733,99.709,607.552,603.564,4,43,237,28.16,204.673,195.316,1,13,14,4.994,59.279,11.251,9,10,4,62.914,82.902,5.634,11,45,78,67.529,212.449,64.25,22,73,133,138.724,344.711,109.163,6,61,297,40.381,286.97,244.345
Nevada,2002,184670,215631,1379759,13,35,95,69.304,161.861,68.76,34,122,747,183.959,563.721,541.201,24,78,441,127.314,364.012,319.471,4,16,23,19.736,73.462,16.556,12,6,1,84.232,60.78,1.509,18,39,78,95.757,182.867,56.828,36,63,115,196.742,290.153,83.078,28,91,503,153.051,423.759,364.718
Nevada,2003,192336,228424,1437719,13,41,99,66.876,180.282,68.791,33,129,711,174.098,562.625,494.352,21,83,390,110.135,361.575,271.082,3,14,20,15.123,60.195,13.733,11,6,1,68.309,53.245,1.378,15,35,65,78.151,152.39,44.945,33,59,105,171.134,256.754,72.746,26,97,441,134.915,423.571,307.004
Nevada,2004,201110,239773,1493077,13,47,102,62.274,196.778,68.648,33,137,761,165.562,573.268,509.487,21,93,399,106.378,387.764,267.471,3,16,18,16.092,64.839,12.163,11,5,2,63.256,45.819,1.961,14,39,65,69.756,160.589,43.769,30,66,106,147.089,275.722,70.998,26,105,465,128.159,436.766,311.196
Nevada,2005,206623,246089,1551580,13,44,108,63.645,178.843,69.457,33,148,861,160.847,603.183,554.939,21,95,421,103.912,387.39,271.203,4,16,21,19.195,66.758,13.618,11,6,2,62.83,49.775,2.065,15,41,80,74.912,164.848,51.306,30,68,117,143.606,277.131,75.329,25,106,486,120.243,428.973,313.343
Nevada,2006,211067,243884,1609285,13,43,109,63.25,175.809,68.017,32,147,904,149.985,600.754,561.583,21,90,435,100.487,368.648,270.38,4,16,27,20.57,66.161,16.926,9,6,1,55.421,54.466,1.356,15,35,72,70.515,142.309,44.613,29,61,120,138.234,249.673,74.315,25,101,484,118.463,412.928,300.454
Nevada,2007,213693,241972,1646368,13,42,111,60.903,175.389,67.306,31,142,917,143.896,586.179,557.071,21,85,452,99.518,350.407,274.436,5,17,31,21.226,69.532,19.044,10,7,2,57.274,62.291,1.54,16,39,75,75.762,163.176,45.621,32,67,128,150.489,276.107,77.462,25,97,501,116.951,402.207,304.152
Nevada,2008,214026,246764,1668924,12,41,109,54.03,167.621,65.331,33,149,978,152.945,603.239,586.273,20,84,417,94.441,339.221,249.704,3,17,30,15.019,67.209,17.941,12,8,2,71.596,65.514,1.45,19,45,84,89.631,183.422,50.57,35,72,129,164.522,289.8,77.449,26,100,480,119.788,404.035,287.756
Nevada,2009,212438,257198,1680228,11,47,123,53.828,181.316,73.404,31,150,992,144.679,584.455,590.514,16,85,408,73.87,331.651,242.969,2,17,33,10.551,65.878,19.348,11,8,2,65.137,63.73,1.773,16,47,88,76.103,181.645,52.205,32,72,138,150.224,280.333,81.872,21,102,466,99.302,396.239,277.374
Nevada,2010,219015,279716,1733566,11,50,138,51.748,177.252,79.661,31,165,985,141.153,588.544,568.467,17,99,397,75.402,354.221,229.018,2,15,22,11.094,51.862,12.548,13,12,2,70.641,83.724,1.967,18,54,100,82.907,192.767,57.693,36,83,177,165.825,297.569,102.005,21,111,471,94.45,396.907,271.704
Nevada,2011,219786,282581,1757473,9,47,141,40.466,165.558,80.17,30,168,996,136.058,594.695,566.595,15,100,415,70.044,353.627,235.868,2,12,17,9.16,43.59,9.658,13,12,2,70.525,90.902,2.187,19,57,113,87.663,200.119,64.351,37,90,199,169.01,319.867,113.007,20,112,478,91.046,395.966,272.032
Nevada,2012,221167,285463,1788826,7,40,129,31.144,140.728,72.21,28,168,1058,127.593,589.455,591.534,13,94,447,60.457,329.967,249.717,1,11,21,6.408,39.133,11.728,11,10,2,60.721,75.439,2.708,18,53,112,83.29,185.582,62.526,35,88,200,158.383,309.623,111.897,18,108,501,83.046,379.613,280.334
Nevada,2013,221704,287435,1826942,7,36,116,30.981,125.181,63.266,30,168,1079,135.936,583.145,590.467,12,87,439,53.436,304.035,240.24,2,12,24,6.864,41.817,13.081,11,12,3,61.45,88.423,2.948,18,52,112,79.695,180.072,61.266,32,90,182,144.209,311.622,99.801,17,100,502,76.076,347.839,274.91
Nevada,2014,222788,288699,1872598,7,34,108,30.158,117.148,57.901,30,164,1065,136.67,568.111,568.478,10,79,417,43.961,275.057,222.872,2,12,21,7.157,41.602,11.373,12,13,4,62.76,98.506,3.853,16,49,120,73.93,170.521,64.278,30,88,191,134.97,304.561,101.882,15,94,480,69.409,327.173,256.535
Nevada,2015,224147,287409,1916967,6,32,92,25.913,110.411,47.927,28,153,1056,122.761,532.525,550.841,8,66,406,34.29,230.253,211.724,1,14,29,6.602,48.217,15.316,12,10,6,68.258,76.561,5.765,19,52,129,86.497,182.526,67.065,33,84,202,146.556,293.892,105.142,12,82,476,55.065,285.572,248.1
Nevada,2016,226449,285045,1964559,5,33,101,23.309,117.469,51.619,22,142,1030,96.311,499.426,524.508,6,64,414,27.828,223.316,210.573,1,17,40,6.214,58.313,20.195,11,11,6,63.053,85.223,5.484,20,74,199,88.19,258.643,101.089,33,102,282,143.669,358.075,143.383,10,79,508,46.11,277.482,258.422
Nevada,2017,229143,283377,2008499,4,29,105,17.984,102.827,52.526,18,148,1075,80.631,521.036,535.177,6,62,436,27.882,219.502,217.107,1,17,39,5.42,58.401,19.576,11,14,10,58.347,116.761,9.226,21,91,267,91.651,320.867,133.124,33,121,397,142.657,425.479,197.878,10,80,537,42.16,280.558,267.169
Nevada,2018,231765,283278,2046371,4,29,121,18.408,103.114,59.262,22,152,1161,92.776,537.127,567.26,5,46,383,20.278,164.142,187.186,1,21,48,5.33,74.119,23.468,13,13,10,73.807,106.633,10.063,22,89,301,96.655,314.858,146.9,39,123,451,167.65,435.023,220.394,8,65,463,34.694,228.418,226.492
New Hampshire,2002,113457,129505,830689,9,30,59,75.37,232.14,71.036,24,93,525,214.371,717.78,632.042,16,58,207,140.253,447.961,249.37,3,13,16,26.646,101.698,18.944,8,5,1,88.15,111.396,1.592,13,35,61,117.852,273.08,73.608,23,58,94,205.242,446.083,113.104,19,65,256,168.226,503.318,308.58
New Hampshire,2003,114731,134285,839848,7,28,50,62.258,207.036,59.231,25,99,532,215.67,733.647,633.014,15,55,198,127.329,410.428,236.199,2,13,16,20.507,97.34,18.484,7,5,1,74.487,99.83,1.536,12,32,50,103.086,241.357,60.094,21,53,85,181.781,397.806,101.124,18,65,242,155.806,482.125,287.754
New Hampshire,2004,115243,136890,849273,7,29,50,60.425,211.856,58.386,21,98,531,180.916,718.355,625.445,13,56,185,110.022,408.651,217.826,2,12,11,18.494,89.49,13.085,6,5,1,59.008,100.907,2.243,10,32,42,85.894,235.917,49.026,17,50,73,145.978,362.003,85.406,16,65,226,134.542,472.864,266.194
New Hampshire,2005,113655,136775,860562,7,30,53,63.811,218.101,61.585,21,97,556,183.55,710.255,646.228,12,58,184,107.065,424.996,214.278,2,13,12,18.771,96.824,14.186,6,5,1,57.72,101.465,2.09,10,34,42,84.034,248.431,49.345,16,52,69,142.264,377.89,80.323,15,65,221,130.488,473.938,257.009
New Hampshire,2006,111310,134161,868239,7,30,57,62.736,221.715,65.893,20,99,570,180.397,737.446,656.746,11,55,191,99.359,406.965,219.758,2,12,15,17.19,91.045,17.069,6,5,1,63.167,107.704,1.344,10,35,47,86.439,259.262,54.579,18,55,81,157.85,410.359,93.821,14,62,223,126.127,465.325,257.174
New Hampshire,2007,109279,132548,872225,6,27,53,56.276,204.233,60.891,20,99,584,184.554,747.499,668.993,10,48,190,94.652,365.324,217.812,2,10,13,14.783,72.242,15.149,6,6,1,69.438,108.794,1.69,10,35,55,94.315,265.339,63.186,19,55,87,170.8,415.644,100.187,14,57,228,123.807,428.122,261.073
New Hampshire,2008,106508,133724,880070,5,26,53,50.915,193.082,59.803,19,100,598,178.313,749.719,679.122,11,52,198,102.324,391.81,225.345,1,12,17,12.311,89.66,19.788,6,6,1,62.904,105.347,1.486,10,36,61,96.595,272.807,69.093,18,56,93,165.572,418.32,105.474,13,60,241,125.518,451.628,274.048
New Hampshire,2009,103281,140176,883622,5,26,53,52.443,187.295,59.684,18,104,597,176.409,740.946,675.188,11,58,204,106.564,414.217,230.898,1,12,18,10.756,86.348,19.835,6,6,1,74.198,106.096,1.678,12,40,61,115.103,282.909,68.841,19,59,95,184.494,417.433,106.988,14,66,247,136.617,467.724,279.492
New Hampshire,2010,104712,137371,883019,5,22,47,45.98,161.518,53.109,18,101,577,167.219,736.397,653.187,11,52,187,108.815,380.064,211.472,1,10,10,10.196,74.522,11.603,7,6,1,81.548,100.791,2.249,12,38,44,113.879,276.447,49.543,20,57,80,189.872,415.045,90.929,15,64,227,140.776,464.218,256.824
New Hampshire,2011,102838,138951,888797,4,24,49,40.906,169.78,55.022,15,102,594,143.863,736.177,668.155,9,49,172,86.869,350.2,193.716,1,10,11,8.445,72.66,12.593,7,7,1,78.7,115.815,2.612,10,37,48,96.056,263.713,54.067,18,59,88,178.524,423.596,98.828,11,60,225,109.26,428.602,252.592
New Hampshire,2012,101207,140004,894572,5,27,55,46.174,191.676,61.654,15,103,623,147.581,732.202,696.263,7,47,173,70.61,335.301,193.871,1,10,12,8.204,68.609,13.147,6,8,1,78.344,131.745,3.188,10,39,62,96.203,277.749,69.851,18,62,95,182.309,439.762,105.879,10,59,222,94.465,419.157,247.821
New Hampshire,2013,99717,141165,900190,4,24,59,36.354,171.699,65.45,15,100,620,146.323,709.662,688.244,7,46,170,65.915,327.855,188.559,1,12,15,8.391,84.895,17.211,6,7,1,76.946,119.264,3.382,10,42,79,98.306,300.913,87.847,18,63,113,179.904,443.833,125.47,9,59,210,89.927,418.784,232.786
New Hampshire,2014,98378,142433,905672,3,20,60,26.819,141.245,65.937,13,98,618,131.211,689.185,682.687,6,43,177,59.182,304.653,194.945,1,15,19,8.257,105.438,21.316,5,7,2,68.231,108.815,4.671,9,41,87,94.439,291.186,96.547,16,60,123,164.076,419.789,135.746,8,56,221,84.044,395.757,244.178
New Hampshire,2015,96774,142696,911511,2,17,50,22.845,120.116,54.737,11,99,621,114.928,692.327,681.661,5,39,176,50.367,274.574,193.482,1,15,15,11.279,108.404,16.892,5,7,2,59.171,109.82,4.618,8,40,91,80.567,282.961,99.299,14,58,130,142.448,406.801,143.034,7,51,222,69.702,360.203,243.065
New Hampshire,2016,95517,142276,920285,2,18,51,19.831,129.419,55.15,11,99,622,112.973,693.347,675.605,5,36,164,48.663,255.497,178.01,1,13,12,8.886,88.124,13.154,5,7,2,63.728,113.667,5.652,8,41,100,86.373,289.259,108.603,15,61,139,154.374,431.675,151.504,6,48,206,63.767,335.276,224.309
