State,Year,Population.12-17,Population.18-25,Population.26+,Totals.Alcohol.Use Disorder Past Year.12-17,Totals.Alcohol.Use Disorder Past Year.18-25,Totals.Alcohol.Use Disorder Past Year.26+,Rates.Alcohol.Use Disorder Past Year.12-17,Rates.Alcohol.Use Disorder Past Year.18-25,Rates.Alcohol.Use Disorder Past Year.26+,Totals.Alcohol.Use Past Month.12-17,Totals.Alcohol.Use Past Month.18-25,Totals.Alcohol.Use Past Month.26+,Rates.Alcohol.Use Past Month.12-17,Rates.Alcohol.Use Past Month.18-25,Rates.Alcohol.Use Past Month.26+,Totals.Tobacco.Cigarette Past Month.12-17,Totals.Tobacco.Cigarette Past Month.18-25,Totals.Tobacco.Cigarette Past Month.26+,Rates.Tobacco.Cigarette Past Month.12-17,Rates.Tobacco.Cigarette Past Month.18-25,Rates.Tobacco.Cigarette Past Month.26+,Totals.Illicit Drugs.Cocaine Used Past Year.12-17,Totals.Illicit Drugs.Cocaine Used Past Year.18-25,Totals.Illicit Drugs.Cocaine Used Past Year.26+,Rates.Illicit Drugs.Cocaine Used Past Year.12-17,Rates.Illicit Drugs.Cocaine Used Past Year.18-25,Rates.Illicit Drugs.Cocaine Used Past Year.26+,Totals.Marijuana.New Users.12-17,Totals.Marijuana.New Users.18-25,Totals.Marijuana.New Users.26+,Rates.Marijuana.New Users.12-17,Rates.Marijuana.New Users.18-25,Rates.Marijuana.New Users.26+,Totals.Marijuana.Used Past Month.12-17,Totals.Marijuana.Used Past Month.18-25,Totals.Marijuana.Used Past Month.26+,Rates.Marijuana.Used Past Month.12-17,Rates.Marijuana.Used Past Month.18-25,Rates.Marijuana.Used Past Month.26+,Totals.Marijuana.Used Past Year.12-17,Totals.Marijuana.Used Past Year.18-25,Totals.Marijuana.Used Past Year.26+,Rates.Marijuana.Used Past Year.12-17,Rates.Marijuana.Used Past Year.18-25,Rates.Marijuana.Used Past Year.26+,Totals.Tobacco.Use Past Month.12-17,Totals.Tobacco.Use Past Month.18-25,Totals.Tobacco.Use Past Month.26+,Rates.Tobacco.Use Past Month.12-17,Rates.Tobacco.Use Past Month.18-25,Rates.Tobacco.Use Past Month.26+
Alabama,2012,383469,536933,3094837,13,65,170,34.81,120.707,54.973,43,273,1435,112.061,508.91,463.78,24,181,840,62.492,337.433,271.374,2,14,32,4.637,25.904,10.356,18,18,3,47.793,59.105,1.261,18,75,105,48.132,139.31,34.086,40,136,213,103.61,253.621,68.966,34,226,1006,88.27,421.76,324.993
Alabama,2013,382134,535409,3116298,11,57,164,28.38,107.296,52.709,40,275,1488,105.302,513.594,477.377,22,184,839,56.585,343.214,269.293,2,17,31,4.213,30.935,10.056,17,18,3,44.59,60.41,1.49,19,81,126,49.81,150.424,40.28,38,145,221,99.03,269.916,71.006,32,232,1011,84.293,433.698,324.319
Alabama,2014,380801,530600,3138127,8,51,129,21.734,96.451,40.992,33,276,1470,87.635,519.877,468.289,20,180,781,53.381,339.95,248.888,2,17,31,4.102,32.04,9.905,16,20,4,43.638,63.945,1.978,20,76,121,51.607,143.339,38.612,37,139,214,97.093,261.251,68.116,30,224,979,77.816,422.686,312.065
Alabama,2015,378330,522750,3159474,6,47,115,16.727,90.798,36.442,31,265,1361,80.751,507.567,430.638,18,144,758,48.292,275.115,239.802,1,15,32,3.3,29.587,10.232,15,21,5,41.864,63.9,2.691,20,74,119,52.037,142.502,37.664,38,135,212,101.072,258.983,67.185,29,190,951,76.493,362.565,300.868
Alabama,2016,375632,515697,3179298,6,41,137,15.429,79.276,43.044,33,259,1417,88.801,501.778,445.571,18,132,805,47.966,255.984,253.226,1,20,45,3.588,38.351,14.149,14,20,7,39.066,62.964,3.49,20,85,155,52.579,164.758,48.639,36,136,257,96.71,263.513,80.809,30,182,1014,78.957,352.822,319.087
Alabama,2017,373065,510012,3201636,6,40,145,15.82,79.102,45.332,35,250,1528,92.51,490.145,477.141,18,131,838,49.056,255.973,261.776,1,23,45,3.843,44.875,14.012,14,19,7,40.615,60.559,3.657,23,95,221,61.763,186.689,69.101,38,138,338,102.404,270.892,105.488,27,172,1017,73.403,337.879,317.542
Alabama,2018,371033,505103,3225318,6,46,167,14.954,91.556,51.754,31,232,1536,82.234,458.341,476.373,13,111,808,35.775,219.098,250.5,1,21,51,3.137,41.327,15.847,16,19,9,46.155,65.405,5.085,22,93,242,57.989,183.446,74.906,36,152,417,97.182,300.108,129.303,20,155,1012,53.078,306.354,313.648
Alaska,2002,69400,62791,368460,4,12,27,61.479,187.891,73.677,11,38,206,158.988,598.311,559.151,9,28,92,132.517,439.749,249.578,2,5,5,24.4,83.68,13.838,4,2,0,77.736,84.25,1.625,8,15,26,110.781,239.907,71.362,13,24,46,188.73,389.026,124.566,11,30,112,163.918,484.27,304.22
Alaska,2003,68492,69578,370098,4,11,23,56.886,163.053,61.471,11,40,200,159.795,578.337,539.139,9,30,91,131.513,426.584,246.34,1,6,5,20.778,87.204,13.873,4,2,0,77.867,76.329,1.374,8,16,26,120.174,230.09,70.333,13,25,43,184.432,360.904,115.565,11,33,106,158.711,478.284,287.057
Alaska,2004,68162,73462,373429,4,12,23,59.821,160.979,61.099,10,42,208,146.72,574.423,557.079,7,30,89,107.485,412.619,238.455,1,5,6,19.52,74.081,17.152,4,2,0,71.5,71.247,2.517,7,16,30,97.076,213.588,79.92,11,26,46,166.355,347.443,122.536,10,35,108,151.392,475.562,288.9
Alaska,2005,66349,74227,382565,4,13,24,59.613,169.716,62.492,10,43,221,148.154,580.497,578.911,7,30,90,103.553,398.78,235.005,1,5,7,17.14,68.659,18.178,3,2,0,58.982,72.673,2.712,5,15,27,81.717,195.438,70.095,10,25,40,155.946,333.756,104.967,10,35,111,149.735,474.699,291.206
Alaska,2006,64383,74321,395433,4,13,24,59.415,176.945,61.871,10,46,232,151.618,614.515,586.544,6,29,95,97.755,396.21,239.276,1,6,8,14.503,78.515,20.749,3,2,0,58.348,74.354,1.532,5,14,24,79.823,188.131,60.03,10,25,40,151.563,332.369,100.564,9,35,116,141.865,464.643,294.439
Alaska,2007,62685,75733,402686,3,13,25,55.828,173.506,62.7,9,47,241,142.873,616.401,597.247,6,29,96,91.419,387.944,239.215,1,6,10,17.14,78.195,23.837,3,2,0,61.479,72.432,1.555,5,15,29,80.049,202.775,72.042,9,25,46,150.352,334.176,113.748,9,34,119,136.285,446.308,294.504
Alaska,2008,60678,77131,409778,3,13,28,53.149,169.41,67.956,9,47,243,142.249,604.975,593.676,6,30,97,93.686,382.613,237.75,1,6,10,14.459,73.797,23.906,3,2,0,63.478,73.291,1.705,6,19,38,91.426,251.573,93.036,10,27,52,158.905,355.106,126.728,8,34,118,134.585,446.01,289.141
Alaska,2009,58753,81679,414553,3,13,28,49.068,155.243,66.921,8,48,237,136.673,591.777,570.994,5,32,109,81.975,389.387,262.625,1,5,8,8.82,59.048,18.125,3,3,0,68.671,81.597,2.395,5,20,41,86.358,244.636,98.197,9,30,58,161.058,367.677,139.24,8,37,132,132.65,456.273,318.907
Alaska,2010,61192,77636,424976,3,13,30,44.337,162.691,70.16,9,47,241,144.376,609.214,567.032,5,31,119,88.371,405.328,279.66,1,4,5,8.866,46.093,11.136,4,3,1,75.084,84.852,3.763,6,19,39,101.33,245.936,91.815,11,29,58,182.838,375.666,135.308,7,37,140,122.531,472.962,329.588
Alaska,2011,60614,80497,432040,2,13,33,38.07,160.942,76.94,8,48,256,133.937,594.723,592.789,5,31,112,75.695,381.266,258.816,1,4,5,8.824,49.826,12.387,3,3,1,66.957,86.467,4.221,6,20,48,100.066,247.744,111.808,10,31,69,170.315,382.038,160.729,6,37,137,103.003,465.602,317.151
Alaska,2012,60264,82442,434523,2,11,29,26.819,132.743,65.755,6,47,253,104.716,564.36,582.109,4,28,100,64.39,335.83,229.147,0,4,5,6.545,44.445,11.633,3,3,1,60.099,83.802,4.996,5,17,46,87.288,210.617,106.027,9,29,75,156.129,357.103,172.408,6,35,133,101.292,419.156,306.958
Alaska,2013,59900,83456,435577,1,11,27,21.159,126.565,62.223,6,50,257,92.25,596.526,590.511,4,28,95,61.52,340.433,218.761,0,3,5,5.099,38.446,12.371,3,3,1,69.865,90.444,5.2,6,18,45,91.884,213.009,104.227,10,30,73,172.978,364.658,167.019,6,34,129,107.27,411.147,295.898
Alaska,2014,59194,83247,438664,2,10,31,25.524,122.95,71.58,7,52,261,110.359,625.68,594.498,4,29,110,60.157,353.752,250.907,0,4,7,6.543,47.936,16.374,3,4,1,75.236,106.925,7.418,6,21,56,106.409,250.2,128.295,11,34,82,184.449,406.933,187.637,6,35,142,98.73,426.085,322.989
Alaska,2015,59083,80112,444143,2,8,30,25.925,104.522,67.19,6,47,254,102.264,589.27,572.372,4,24,107,72.025,304.625,241.928,1,5,7,8.938,58.26,16.102,3,3,1,77.936,107.616,8.103,6,22,65,104.263,276.528,146.51,11,34,89,188.577,418.844,200.905,6,30,137,96.831,379.481,307.797
Alaska,2016,58821,75809,450641,1,9,29,22.121,112.556,63.536,6,42,254,100.999,556.846,563.491,4,21,91,59.759,275.728,201.054,0,4,9,7.089,57.566,19.53,3,3,2,70.859,89.633,10.548,5,20,67,88.367,262.689,149.677,10,30,93,165.12,394.404,207.371,5,26,125,86.86,347.734,276.653
Alaska,2017,58106,73343,454286,1,9,30,20.743,127.273,65.57,5,39,259,89.598,538.472,569.93,3,16,82,43.197,222.129,180.906,0,4,9,4.52,50.92,19.468,4,3,2,78.037,84.995,11.357,5,19,73,78.759,262.684,160.981,10,29,101,164.199,392.976,221.368,4,22,115,74.483,298.257,253.39
Alaska,2018,57444,71183,455906,1,9,31,18.621,124.159,69.08,5,38,260,87.305,534.787,570.019,2,14,86,38.547,195.473,188.563,0,4,8,4.665,50.901,17.784,4,3,2,77.775,101.149,12.769,5,22,74,85.4,307.125,162.506,10,29,106,177.482,413.021,233.251,4,18,113,65.626,258.003,248.32
Arizona,2002,485521,602265,3329482,36,117,258,73.819,193.626,77.521,91,352,1774,186.864,584.521,532.858,62,234,919,128.357,388.473,275.99,16,51,86,32.411,85.3,25.683,25,18,3,64.179,60.101,1.364,38,91,122,77.371,151.78,36.657,82,166,215,169.646,275.435,64.64,73,240,1032,151.071,397.968,309.969
Arizona,2003,498693,621802,3424675,37,120,276,74.932,192.682,80.512,94,359,1807,189.373,577.218,527.693,60,228,841,119.558,366.406,245.571,14,54,83,27.566,86.417,24.154,27,17,3,66.348,56.403,1.31,42,93,134,83.331,149.255,39.126,83,163,233,165.624,261.7,68.067,73,240,969,145.958,386.757,282.873
Arizona,2004,510698,643907,3549522,36,114,273,70.835,177.724,76.944,92,395,2120,180.065,612.674,597.332,57,227,786,110.728,352.05,221.432,12,48,66,22.733,75.131,18.628,28,17,4,68.894,55.449,1.926,42,85,124,82.033,131.478,35.071,82,152,232,160.111,235.479,65.256,70,264,923,136.778,409.396,259.99
Arizona,2005,522702,660913,3704157,30,110,256,56.86,166.512,68.985,90,400,2156,172.42,605.831,582.075,58,236,863,110.739,357.586,232.866,11,54,69,21.541,81.492,18.583,27,18,4,65.501,54.769,1.768,37,94,123,70.266,142.046,33.3,74,159,206,141.61,241.088,55.599,70,277,1026,133.603,419.493,277.115
Arizona,2006,531706,667551,3852843,26,104,241,49.593,155.235,62.496,88,390,2127,165.876,584.966,552.038,56,250,964,105.041,373.896,250.109,13,56,90,24.444,84.592,23.399,26,21,2,54.375,59.604,1.096,32,101,138,60.227,151.663,35.841,66,171,229,124.725,256.843,59.499,66,281,1107,124.162,421.304,287.33
Arizona,2007,537098,672122,3970487,32,118,259,60.259,175.244,65.195,86,407,2241,160.495,604.926,564.538,50,233,955,93.541,346.677,240.488,11,53,96,20.627,79.478,24.222,25,22,3,54.975,67.064,1.243,35,108,157,65.748,160.837,39.644,73,188,275,136.691,279.259,69.282,60,278,1108,110.919,413.057,279.068
Arizona,2008,538865,686141,4050064,29,125,253,54.003,182.37,62.588,80,407,2211,147.954,593.499,545.999,47,227,885,86.996,330.738,218.494,7,47,68,13.783,69.123,16.814,27,21,3,61.007,65.833,1.244,39,117,197,72.811,170.793,48.591,77,202,295,142.765,294.163,72.922,55,273,1028,101.689,397.977,253.876
Arizona,2009,538672,698979,4111148,26,119,269,48.839,169.961,65.492,73,389,2112,136.111,555.831,513.64,53,220,924,99.163,315.3,224.659,6,39,59,11.118,56.194,14.435,28,24,4,63.267,63.538,1.716,41,111,197,75.801,159.488,47.825,81,194,328,150.123,277.628,79.805,62,264,1067,115.228,377.541,259.555
Arizona,2010,535234,700156,4014024,25,116,271,45.853,165.755,67.529,69,392,2128,128.113,559.211,530.022,47,228,960,86.891,325.84,239.249,5,34,55,10.239,48.433,13.74,30,27,4,65.199,70.161,1.889,47,111,213,86.906,158.636,53.045,85,190,368,158.04,271.708,91.641,56,263,1080,104.222,375.392,268.96
Arizona,2011,537268,709377,4077362,20,101,249,38.128,142.05,61.033,70,405,2232,130.667,570.529,547.481,35,231,913,64.38,325.964,223.93,5,40,62,9.982,56.627,15.236,28,26,5,64.543,76.34,2.233,45,122,217,83.663,171.975,53.283,77,207,343,144.127,291.969,84.097,43,265,1076,79.307,373.594,263.86
Arizona,2012,540502,720761,4141839,19,97,272,34.657,134.579,65.686,70,416,2277,129.013,576.562,549.72,30,215,827,54.587,298.191,199.562,6,44,70,11.34,60.759,16.888,28,24,5,65.335,72.767,2.604,45,134,248,82.504,185.379,59.773,81,225,392,150.268,312.585,94.746,38,254,985,71.147,352.909,237.877
Arizona,2013,543484,732863,4218271,18,96,304,33.703,130.317,71.998,65,425,2357,118.999,580.156,558.651,27,203,800,49.466,276.435,189.589,5,46,72,10.116,62.287,17.153,29,28,5,65.845,80.035,2.597,45,147,291,82.996,200.441,69.037,82,231,439,151.206,315.284,104.009,37,240,940,68.12,327.444,222.762
Arizona,2014,546470,741492,4307838,16,92,265,29.036,123.608,61.514,57,418,2390,104.49,563.783,554.693,23,188,866,41.476,253.254,201.008,5,51,72,8.493,69.213,16.692,29,30,8,60.925,83.572,3.482,42,140,294,77.136,189.153,68.149,74,231,430,134.511,311.506,99.715,34,232,995,61.769,312.252,230.886
Arizona,2015,548504,746271,4399565,13,85,206,22.834,114.558,46.826,44,403,2454,79.452,540.061,557.833,16,178,830,29.416,238.109,188.694,4,46,67,7.884,62.158,15.208,25,27,12,51.166,73.147,5.04,37,133,252,67.498,178.068,57.384,65,214,417,118.572,286.819,94.769,24,225,981,43.51,301.91,222.896
Arizona,2016,551089,747345,4489709,10,84,223,18.459,113.059,49.747,46,393,2478,82.615,526.139,552.015,13,164,803,23.348,219.176,178.765,4,44,75,6.554,58.466,16.701,22,27,13,43.245,68.27,5.279,35,143,307,63.11,190.892,68.469,61,222,518,110.546,297.526,115.48,20,209,998,36.046,279.87,222.217
Arizona,2017,556478,753929,4599057,10,74,231,18.277,98.74,50.204,47,373,2533,84.843,494.278,550.705,12,153,841,22.211,203.35,182.819,3,42,72,5.543,55.103,15.617,25,31,21,51.075,77.786,8.665,35,159,452,62.781,210.667,98.257,67,244,677,119.665,323.384,147.197,18,194,1026,32.9,257.333,223.144
Arizona,2018,562546,763917,4715857,10,68,212,17.082,88.482,44.944,45,375,2540,79.122,490.376,538.643,10,134,801,18.109,174.943,169.812,3,41,67,4.839,53.059,14.111,30,29,21,59.971,73.831,8.138,34,159,472,60.367,207.976,100.118,71,230,666,126.965,301.669,141.148,16,164,958,29.289,214.94,203.073
Arkansas,2002,232986,302029,1687337,14,53,101,61.457,175.913,59.81,39,162,664,167.065,537.894,393.372,37,154,539,160.479,509.682,319.224,4,18,26,18.643,60.5,15.187,13,10,1,66.71,71.089,0.991,19,50,57,79.67,164.807,33.891,37,87,104,157.567,288.856,61.51,46,169,660,195.714,558.846,391.21
Arkansas,2003,233184,306999,1703727,13,49,86,54.938,160.987,50.646,41,172,699,175.46,560.402,410.53,33,143,498,142.149,464.561,292.234,4,17,23,15.218,54.411,13.306,12,10,1,57.542,63.78,1.293,20,49,61,84.435,160.746,36.007,34,91,103,146.591,296.537,60.498,41,162,612,173.997,527.845,359.028
Arkansas,2004,232095,310177,1729803,12,48,90,51.152,156.275,52.273,38,165,697,164.473,532.127,403.149,30,134,471,130.799,433.606,272.47,4,20,23,16.42,62.876,13.2,11,8,2,55.108,46.945,1.601,18,45,63,78.314,144.019,36.164,32,81,106,136.982,260.822,61.066,38,156,599,162.023,503.489,346.079
Arkansas,2005,233328,306500,1755313,15,55,112,65.796,180.675,63.614,41,166,774,176.092,540.685,441.027,32,137,505,137.79,447.787,287.808,4,21,25,16.494,67.844,14.051,12,9,2,63.36,55.974,1.465,18,45,69,76.082,145.323,39.432,33,80,119,142.412,260.099,67.566,38,156,629,163.672,508.818,358.166
Arkansas,2006,234358,298001,1778618,17,56,117,70.434,189.391,65.817,40,164,808,169.973,550.467,454.109,34,131,525,145.072,440.139,295.314,3,20,27,14.862,67.928,15.383,11,9,1,57.329,64.312,1.069,16,46,73,66.278,154.332,41.122,30,79,124,126.855,265.498,69.98,38,148,633,164.22,497.265,355.877
Arkansas,2007,232677,293615,1798383,12,48,101,53.003,163.035,56.089,34,158,811,147.727,539.559,450.748,31,129,564,131.562,438.075,313.455,3,16,29,12.307,54.446,15.952,10,9,1,49.327,65.813,1.289,13,46,69,56.759,155.053,38.406,27,81,140,114.474,274.7,77.617,35,142,655,150.18,484.46,364.462
Arkansas,2008,231516,295741,1818264,11,46,101,49.024,155.692,55.45,36,165,815,153.404,559.389,447.981,28,127,556,120.497,428.257,305.567,2,10,21,8.895,35.18,11.631,10,10,1,51.486,69.879,1.231,16,48,80,67.252,161.576,43.957,29,82,143,123.297,275.905,78.484,35,141,651,149.864,477.364,358.094
Arkansas,2009,231881,301928,1833369,11,43,102,45.373,142.325,55.747,33,165,778,142.648,546.72,424.3,24,119,524,103.004,392.862,285.775,2,9,16,8.511,28.362,8.957,10,10,1,50.029,62.495,1.37,15,42,73,63.84,138.79,39.581,28,72,123,118.863,237.685,66.919,32,137,625,137.589,453.492,340.759
Arkansas,2010,234810,316170,1851278,9,37,80,37.348,116.3,43.224,29,160,777,123.953,505.475,419.623,22,120,505,93.78,380.127,272.787,2,9,16,8.564,27.662,8.879,11,10,1,50.917,56.705,1.123,13,44,61,54.889,139.972,33.198,26,74,120,112.758,233.179,65.041,30,142,610,127.994,448.1,329.539
Arkansas,2011,235330,317333,1864363,7,38,82,31.712,119.244,44.123,29,161,786,122.475,507.112,421.398,20,111,482,87.091,348.458,258.686,2,10,20,7.373,32.248,10.98,11,11,1,51.741,57.334,1.294,14,47,67,60.093,147.087,36.05,29,80,119,122.293,250.963,63.694,27,135,601,116.756,426.692,322.513
Arkansas,2012,236508,318730,1873816,7,38,91,27.498,120.025,48.315,26,176,805,109.981,551.033,429.584,18,108,525,75.62,340.197,280.243,1,10,21,5.45,29.949,11.172,12,11,2,58.017,60.35,1.875,13,46,79,56.791,142.836,42.338,30,78,128,126.965,243.375,68.228,25,134,649,106.327,421.877,346.278
Arkansas,2013,236666,319372,1883371,6,33,89,26.311,102.292,47.106,23,176,836,99.033,550.346,444.04,17,109,570,71.285,340.975,302.537,1,8,14,4.105,25.397,7.204,12,11,2,57.799,66.292,2.047,15,52,97,62.205,162.135,51.487,30,85,162,127.887,265.284,86.24,26,139,703,108.875,435.725,373.089
Arkansas,2014,236359,318914,1895228,7,31,82,27.608,96.447,43.442,22,165,838,93.427,515.952,442.007,15,103,563,63.532,322.822,297.277,1,9,16,4.815,28.904,8.357,11,12,3,53.731,70.826,2.583,15,54,107,64.556,169.316,56.246,29,86,169,121.405,270.639,89.285,23,132,679,96.738,415.037,358.269
Arkansas,2015,236654,317993,1908182,5,31,86,21.433,98.216,45.223,21,157,810,89.306,494.301,424.526,13,95,530,53.021,298.995,277.883,1,10,19,4.664,31.505,10.063,10,12,3,45.629,67.059,3.08,13,49,110,55.897,154.884,57.429,25,83,166,106.888,262.434,86.794,18,117,639,74.035,366.4,334.988
Arkansas,2016,236782,316285,1922394,5,29,99,21.166,93.238,51.364,21,152,814,89.169,481.525,423.468,12,87,512,48.571,273.776,266.367,1,12,24,5.147,37.537,12.267,10,10,3,46.076,56.173,3.32,14,50,139,58.124,159.551,72.093,26,86,201,108.691,270.887,104.318,18,107,635,75.174,339.021,330.132
Arkansas,2017,236702,314368,1937651,5,29,98,20.434,92.716,50.637,21,150,840,86.841,477.96,433.692,12,78,513,50.209,247.859,264.761,1,12,22,4.789,37.278,11.315,11,10,3,50.065,59.215,2.862,13,51,150,56.172,161.97,77.284,27,84,222,113.757,268.483,114.615,18,102,644,75.321,325.199,332.619
Arkansas,2018,237382,312348,1949363,4,26,93,15.611,81.723,47.751,20,152,859,84.06,486.64,440.504,8,70,485,35.561,224.233,248.884,1,10,17,3.627,30.528,8.947,11,12,5,50.178,72.719,5.104,14,49,148,58.163,158.035,76.023,27,82,230,111.994,262.527,117.817,13,96,619,54.73,308.876,317.618
California,2002,3140739,3919577,21392421,173,581,1298,55.109,148.312,60.692,480,2176,11847,152.791,555.278,553.801,235,1245,4028,74.824,317.661,188.269,53,259,410,16.995,66.052,19.184,158,126,17,58.786,62.674,1.437,241,631,978,76.595,160.916,45.736,443,1109,1670,141.067,282.887,78.068,290,1377,4721,92.235,351.353,220.699
California,2003,3209345,3949889,21686129,204,655,1336,63.632,165.861,61.59,540,2206,11848,168.149,558.465,546.34,279,1241,3621,86.938,314.248,166.954,52,267,417,16.061,67.505,19.236,169,139,13,61.018,66.741,1.087,273,641,1019,85.16,162.333,46.98,469,1099,1625,146.025,278.214,74.923,349,1380,4238,108.76,349.357,195.433
California,2004,3290671,3974135,21850567,200,665,1395,60.806,167.423,63.854,533,2187,11879,162.028,550.198,543.667,295,1206,3822,89.709,303.49,174.903,52,251,322,15.881,63.122,14.729,164,126,21,57.477,57.879,1.635,247,643,1061,74.991,161.887,48.548,458,1102,1762,139.219,277.279,80.63,358,1353,4459,108.731,340.423,204.054
California,2005,3293484,4085207,22046720,182,710,1539,55.341,173.875,69.786,487,2375,11972,147.934,581.314,543.031,258,1251,4341,78.326,306.295,196.887,55,270,328,16.548,66.146,14.878,155,114,20,54.006,52.719,1.595,217,695,1054,65.814,170.162,47.801,436,1161,1736,132.474,284.125,78.748,313,1402,4944,94.911,343.297,224.262
California,2006,3251070,4216574,22275311,186,717,1526,57.343,170.077,68.528,505,2478,11703,155.357,587.773,525.363,226,1240,4452,69.564,294.115,199.847,56,281,389,17.216,66.745,17.466,150,133,14,52.316,58.304,1.051,221,714,1018,68.116,169.433,45.699,424,1180,1726,130.271,279.859,77.48,286,1417,5099,88.12,336.126,228.918
California,2007,3209102,4257978,22463775,179,714,1389,55.925,167.796,61.817,475,2462,11946,147.934,578.177,531.786,213,1215,4371,66.251,285.424,194.592,51,261,367,15.85,61.256,16.316,157,170,19,55.822,71.455,1.302,221,736,1037,68.799,172.889,46.16,425,1254,1782,132.45,294.413,79.338,269,1410,5074,83.681,331.231,225.877
California,2008,3147890,4329856,22568441,166,709,1492,52.708,163.641,66.106,444,2589,12185,141.084,597.891,539.929,222,1281,4292,70.498,295.762,190.17,44,241,352,13.912,55.71,15.601,182,171,19,66.644,73.858,1.385,242,808,1256,77.004,186.706,55.653,476,1392,2010,151.175,321.473,89.062,298,1488,5063,94.674,343.718,224.347
California,2009,3101979,4325900,22773074,167,689,1566,53.891,159.286,68.771,434,2639,12132,139.948,609.933,532.718,212,1248,4141,68.269,288.489,181.82,40,244,352,12.775,56.414,15.478,185,164,29,68.778,74.041,2.039,267,863,1358,85.956,199.448,59.631,493,1422,2234,158.84,328.703,98.088,281,1468,4813,90.573,339.314,211.328
California,2010,3195149,4379387,23321879,172,705,1432,53.704,161.07,61.416,447,2557,12372,139.768,583.841,530.477,207,1214,3667,64.748,277.171,157.252,42,243,292,13.138,55.587,12.512,197,191,36,71.888,83.529,2.439,307,925,1426,96.231,211.2,61.146,545,1429,2345,170.696,326.336,100.568,245,1411,4391,76.829,322.235,188.273
California,2011,3156459,4427350,23658234,133,685,1401,42.105,154.648,59.2,413,2557,12529,130.775,577.558,529.578,171,1194,3741,54.277,269.758,158.142,34,256,305,10.839,57.8,12.885,183,203,32,68.288,88.187,2.464,279,963,1595,88.284,217.413,67.418,509,1483,2387,161.372,335,100.879,207,1377,4479,65.641,310.993,189.302
California,2012,3117442,4458805,24005740,95,653,1559,30.527,146.444,64.924,362,2567,12683,116.041,575.645,528.317,134,1152,3861,43.055,258.33,160.83,25,278,361,7.861,62.297,15.047,164,193,32,60.075,83.682,2.611,243,965,1614,78.021,216.443,67.234,444,1519,2421,142.534,340.768,100.833,177,1301,4538,56.639,291.889,189.039
California,2013,3080548,4469106,24421137,85,582,1460,27.535,130.143,59.793,370,2577,13257,120.096,576.724,542.839,113,1073,3696,36.585,240.124,151.351,28,273,382,8.933,61.104,15.66,165,195,38,61.609,85.629,2.854,269,941,1733,87.369,210.463,70.944,463,1506,2664,150.342,336.943,109.081,154,1235,4493,49.979,276.361,183.998
California,2014,3054845,4457598,24866806,83,528,1510,27.289,118.472,60.73,334,2534,13820,109.246,568.452,555.763,94,976,3730,30.874,219.032,150.002,29,263,407,9.431,59.107,16.349,153,184,57,58.903,81.688,4.183,254,915,1964,83.226,205.23,78.961,431,1459,3046,141.126,327.247,122.502,131,1152,4526,42.95,258.395,182.006
California,2015,3039214,4399955,25184187,71,468,1549,23.255,106.419,61.505,276,2380,13570,90.773,541.022,538.836,81,850,3736,26.552,193.156,148.353,23,315,452,7.547,71.623,17.955,150,169,66,56.758,75.716,4.816,223,1016,2190,73.327,230.919,86.964,402,1495,3399,132.326,339.802,134.972,119,1017,4405,39.101,231.028,174.895
California,2016,3033914,4323156,25492189,61,428,1322,20.063,98.982,51.848,272,2320,13984,89.523,536.579,548.548,63,737,3584,20.833,170.416,140.573,21,345,523,6.855,79.883,20.518,150,187,64,56.014,84.32,4.479,210,1041,2473,69.323,240.683,96.997,404,1579,3730,133.039,365.263,146.333,105,889,4339,34.507,205.616,170.224
California,2017,3026428,4250955,25769686,56,437,1455,18.454,102.822,56.456,252,2346,14513,83.305,551.764,563.171,47,617,3326,15.428,145.171,129.055,15,326,585,5.08,76.794,22.708,169,204,96,64.032,95.863,6.785,213,1065,2676,70.53,250.649,103.852,418,1668,4005,138.2,392.286,155.403,83,797,4116,27.279,187.553,159.735
California,2018,3017701,4174962,25917724,54,439,1586,17.963,105.087,61.192,268,2275,13932,88.679,544.955,537.543,37,553,3196,12.313,132.396,123.298,16,322,572,5.185,77.052,22.073,176,187,119,68.27,89.32,8.406,267,1106,3086,88.481,264.822,119.085,477,1687,4476,158.231,404.02,172.718,77,711,3880,25.569,170.364,149.708
Colorado,2002,385648,493921,2798960,26,102,211,67.113,206.583,75.406,80,340,1758,206.33,688.926,627.921,53,220,712,137.437,445.605,254.318,10,51,83,26.412,102.912,29.573,23,16,3,75.936,81.015,1.986,38,107,168,98.228,216.673,60.119,75,181,300,195.456,365.715,107.298,67,247,836,174.446,499.545,298.565
Colorado,2003,388793,501011,2828830,26,102,220,67.979,202.954,77.843,84,348,1754,215.55,694.074,619.989,51,220,714,131.411,439.539,252.388,8,45,75,19.641,90.131,26.407,24,16,2,79.195,79.464,1.742,38,95,140,98.274,189.069,49.513,71,156,269,182.669,311.575,95.06,67,249,828,173.297,496.077,292.59
Colorado,2004,392822,506705,2865042,29,105,214,74.487,207.018,74.576,81,351,1805,205.158,692.976,629.929,48,207,596,121.459,408.676,207.867,7,44,54,18.606,86.75,18.944,24,14,3,74.678,65.646,2.374,36,106,141,92.432,209.658,49.365,65,165,237,165.631,326.038,82.596,63,238,717,159.287,470.22,250.279
